cat_type,category,subcategory,Fiscal 2019/20 Q3,Fiscal 2019/20 Q4,Fiscal 2020/21 Q1,Fiscal 2020/21 Q2,Fiscal 2020/21 Q3
Spirits,Other Spirits,Moonshine Spirits,"9,057","5,331","10,394","11,225","10,241"
Spirits,Other Spirits,Ready to Mix Cocktails,"22,110","21,536","20,196","26,389","18,947"
Spirits,Other Spirits,Ready to Serve Cocktails,"30,754","20,616","44,756","58,303","41,115"
Spirits,Other Spirits,Schnapps and Akvavit,"1,913","1,316","1,260","1,613","2,166"
Spirits,Rum,Amber Rum,"271,960","188,051","221,706","216,062","298,619"
Spirits,Rum,Dark Rum,"151,629","108,609","103,203","101,235","156,239"
Spirits,Rum,Flavoured Rum,"9,329","9,618","29,455","21,623","29,264"
Spirits,Rum,Spiced Rum,"435,824","233,022","271,417","279,900","482,858"
Spirits,Rum,White Rum,"329,249","263,905","316,082","321,881","318,180"
Spirits,Tequila,Blanco/Silver Tequila,"88,620","87,649","121,166","132,349","90,751"
Spirits,Tequila,Flavoured Tequila,"3,466","3,479","6,028","7,325","5,160"
Spirits,Tequila,Gold Tequila,"156,412","133,455","194,402","211,872","146,089"
Spirits,Tequila,Mezcal,"7,521","6,351","8,896","9,512","8,908"
Spirits,Vodka,Flavoured Vodka,"218,125","162,196","327,517","257,397","189,645"
Spirits,Vodka,Straight Vodka,"2,260,711","2,044,007","2,297,496","2,330,347","2,287,896"
Spirits,Whisky,American Whiskey,"79,884","60,407","68,165","64,234","79,581"
Spirits,Whisky,Blended Malt Scotch Whisky,"4,430","2,770","3,104","2,455","4,258"
Spirits,Whisky,Blended Scotch Whisky,"296,607","253,533","264,215","228,528","315,250"
Spirits,Whisky,Bourbon Whiskey,"133,299","105,811","114,315","110,203","158,453"
Spirits,Whisky,Canadian Whisky,"1,338,466","1,022,988","1,195,118","1,080,517","1,388,222"
Spirits,Whisky,Flavoured Whisky,"12,408","1,996","1,791","9,570","15,887"
Spirits,Whisky,Irish Whiskey,"159,335","141,076","99,621","115,395","173,446"
Spirits,Whisky,Other Country Whisky,"16,166","14,352","13,020","14,287","23,103"
Spirits,Whisky,Single Malt Scotch Whisky,"192,675","110,898","131,796","112,743","231,565"
