cat_type,category,subcategory,Fiscal 2021/22 Q1,Fiscal 2021/22 Q2,Fiscal 2021/22 Q3,Fiscal 2021/22 Q4,Fiscal 2022/23 Q1
Spirits,Other Spirits,Moonshine Spirits,"7,511","12,443","9,502","6,081","8,462"
Spirits,Other Spirits,Ready to Mix Cocktails,"24,498","30,827","18,154","20,852","33,281"
Spirits,Other Spirits,Ready to Serve Cocktails,"110,369","96,602","80,340","56,197","97,408"
Spirits,Other Spirits,Schnapps and Akvavit,"1,340","1,481","2,299","1,051","1,422"
Spirits,Rum,Amber Rum,"207,239","213,945","298,581","176,989","209,965"
Spirits,Rum,Dark Rum,"102,817","98,881","141,798","97,513","105,885"
Spirits,Rum,Flavoured Rum,"26,419","26,322","22,436","23,276","27,459"
Spirits,Rum,Spiced Rum,"241,691","261,909","464,034","213,085","263,978"
Spirits,Rum,White Rum,"308,724","321,835","311,819","236,902","306,071"
Spirits,Tequila,Blanco/Silver Tequila,"167,570","198,097","137,627","110,553","194,709"
Spirits,Tequila,Flavoured Tequila,"10,753","12,040","8,417","7,600","11,026"
Spirits,Tequila,Gold Tequila,"214,805","241,504","195,835","170,829","260,354"
Spirits,Tequila,Mezcal,"10,364","12,688","12,647","12,512","16,272"
Spirits,Vodka,Flavoured Vodka,"233,385","240,532","214,760","142,229","217,745"
Spirits,Vodka,Straight Vodka,"2,216,329","2,303,291","2,330,572","1,865,649","2,255,484"
Spirits,Whisky,American Whiskey,"66,644","66,025","86,156","60,844","80,856"
Spirits,Whisky,Blended Malt Scotch Whisky,"2,651","3,595","5,625","3,326","3,503"
Spirits,Whisky,Blended Scotch Whisky,"237,906","231,915","304,916","224,656","258,823"
Spirits,Whisky,Bourbon Whiskey,"122,812","115,207","172,400","124,815","158,281"
Spirits,Whisky,Canadian Whisky,"1,108,815","1,067,583","1,363,048","927,931","1,147,910"
Spirits,Whisky,Flavoured Whisky,"5,990","15,668","14,420","7,536","7,680"
Spirits,Whisky,Irish Whiskey,"113,590","138,844","187,885","153,243","138,190"
Spirits,Whisky,Other Country Whisky,"14,761","16,656","25,893","13,078","21,819"
Spirits,Whisky,Single Malt Scotch Whisky,"128,020","152,872","232,675","113,417","152,514"
