cat_type,category,subcategory,period,netsales
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2016/17 Q2,156376307
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2016/17 Q3,136397804
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2016/17 Q4,117906954
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2017/18 Q1,158013219
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,Fiscal 2017/18 Q2,152918936
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2016/17 Q2,25843938
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2016/17 Q3,23500523
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2016/17 Q4,23431276
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2017/18 Q1,31812805
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,Fiscal 2017/18 Q2,33555947
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2016/17 Q2,37609821
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2016/17 Q3,33027188
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2016/17 Q4,28829991
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2017/18 Q1,39907097
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,Fiscal 2017/18 Q2,40067137
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2016/17 Q2,18572743
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2016/17 Q3,10303559
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2016/17 Q4,9486386
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2017/18 Q1,18317459
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,Fiscal 2017/18 Q2,17961901
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2016/17 Q2,260430
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2016/17 Q3,191845
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2016/17 Q4,199755
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2017/18 Q1,309892
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,Fiscal 2017/18 Q2,323856
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2016/17 Q2,2514621
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2016/17 Q3,2205595
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2016/17 Q4,2016810
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2017/18 Q1,2523052
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,Fiscal 2017/18 Q2,2214647
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2016/17 Q2,1848068
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2016/17 Q3,1546861
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2016/17 Q4,1536704
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2017/18 Q1,1793519
Beer,Import Beer,Asia And South Pacific Beer,Fiscal 2017/18 Q2,1952443
Beer,Import Beer,Europe Beer,Fiscal 2016/17 Q2,28719080
Beer,Import Beer,Europe Beer,Fiscal 2016/17 Q3,26324326
Beer,Import Beer,Europe Beer,Fiscal 2016/17 Q4,23253270
Beer,Import Beer,Europe Beer,Fiscal 2017/18 Q1,29106766
Beer,Import Beer,Europe Beer,Fiscal 2017/18 Q2,29306646
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2016/17 Q2,15003177
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2016/17 Q3,7560001
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2016/17 Q4,7183290
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2017/18 Q1,14359709
Beer,Import Beer,Mexico And Caribbean Beer,Fiscal 2017/18 Q2,15850079
Beer,Import Beer,Other Country Beer,Fiscal 2016/17 Q2,56119
Beer,Import Beer,Other Country Beer,Fiscal 2016/17 Q3,48495
Beer,Import Beer,Other Country Beer,Fiscal 2016/17 Q4,47385
Beer,Import Beer,Other Country Beer,Fiscal 2017/18 Q1,65728
Beer,Import Beer,Other Country Beer,Fiscal 2017/18 Q2,74183
Beer,Import Beer,USA Beer,Fiscal 2016/17 Q2,14998501
Beer,Import Beer,USA Beer,Fiscal 2016/17 Q3,10722619
Beer,Import Beer,USA Beer,Fiscal 2016/17 Q4,9871742
Beer,Import Beer,USA Beer,Fiscal 2017/18 Q1,14441783
Beer,Import Beer,USA Beer,Fiscal 2017/18 Q2,15326746
