cat_type,category,subcategory,fy_qtr,litres,netsales
Spirits,Vodka,Flavoured Vodka,FY2025Q3,133769.0,4224475.0
Spirits,Vodka,Flavoured Vodka,FY2025Q4,116415.0,3689708.0
Spirits,Vodka,Flavoured Vodka,FY2026Q1,119483.0,3731280.0
Spirits,Vodka,Flavoured Vodka,FY2026Q2,119639.0,3756272.0
Spirits,Vodka,Flavoured Vodka,FY2026Q3,119375.0,3823469.0
Spirits,Vodka,Straight Vodka,FY2025Q3,2242862.0,59978629.0
Spirits,Vodka,Straight Vodka,FY2025Q4,1851870.0,48944143.0
Spirits,Vodka,Straight Vodka,FY2026Q1,2027612.0,53792950.0
Spirits,Vodka,Straight Vodka,FY2026Q2,2097595.0,55865945.0
Spirits,Vodka,Straight Vodka,FY2026Q3,2062621.0,55651212.0
Spirits,Whisky,American Whiskey,FY2025Q3,90758.0,3911094.0
Spirits,Whisky,American Whiskey,FY2025Q4,62685.0,2548345.0
Spirits,Whisky,American Whiskey,FY2026Q1,11810.0,293896.0
Spirits,Whisky,American Whiskey,FY2026Q2,31917.0,1246162.0
Spirits,Whisky,American Whiskey,FY2026Q3,35877.0,1502262.0
Spirits,Whisky,Blended Malt Scotch Whisky,FY2025Q3,5383.0,336337.0
Spirits,Whisky,Blended Malt Scotch Whisky,FY2025Q4,4397.0,256288.0
Spirits,Whisky,Blended Malt Scotch Whisky,FY2026Q1,4345.0,253154.0
Spirits,Whisky,Blended Malt Scotch Whisky,FY2026Q2,3654.0,240879.0
Spirits,Whisky,Blended Malt Scotch Whisky,FY2026Q3,5290.0,341884.0
Spirits,Whisky,Blended Scotch Whisky,FY2025Q3,246803.0,9410912.0
Spirits,Whisky,Blended Scotch Whisky,FY2025Q4,197612.0,7139807.0
Spirits,Whisky,Blended Scotch Whisky,FY2026Q1,197744.0,6980436.0
Spirits,Whisky,Blended Scotch Whisky,FY2026Q2,186852.0,6696625.0
Spirits,Whisky,Blended Scotch Whisky,FY2026Q3,226810.0,8719704.0
Spirits,Whisky,Bourbon Whiskey,FY2025Q3,182415.0,8862492.0
Spirits,Whisky,Bourbon Whiskey,FY2025Q4,112076.0,5179484.0
Spirits,Whisky,Bourbon Whiskey,FY2026Q1,13293.0,419971.0
