cat_type,category,subcategory,litres,netsales,fy_qtr
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,27733166,102516159,FY2023Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,32949709,126532483,FY2024Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,32780248,124738165,FY2024Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,27101703,105251981,FY2024Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,25176192,99778503,FY2024Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6180737,30984824,FY2023Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,7865950,39769585,FY2024Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8160701,41303943,FY2024Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6304454,32417044,FY2024Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,5832159,29514097,FY2024Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10910729,41677599,FY2023Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,14141377,54382941,FY2024Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,14300975,54861388,FY2024Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,12237987,47161113,FY2024Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11281888,43336367,FY2024Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6972774,32008194,FY2023Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,10272360,47601265,FY2024Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,10709788,49293473,FY2024Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7473520,34897494,FY2024Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7023333,33219195,FY2024Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,15795,104256,FY2023Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,20876,128899,FY2024Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,26137,182679,FY2024Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,27504,214599,FY2024Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,12554,87585,FY2024Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,191623,725463,FY2023Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,209400,812491,FY2024Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,216032,874217,FY2024Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,161125,619673,FY2024Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,115277,436211,FY2024Q4
Beer,Import Beer,Asia And South Pacific Beer,242133,1365776,FY2023Q4
Beer,Import Beer,Asia And South Pacific Beer,281279,1583505,FY2024Q1
Beer,Import Beer,Asia And South Pacific Beer,299035,1672812,FY2024Q2
Beer,Import Beer,Asia And South Pacific Beer,272880,1558647,FY2024Q3
Beer,Import Beer,Asia And South Pacific Beer,276070,1556797,FY2024Q4
Beer,Import Beer,Europe Beer,3836302,19066654,FY2023Q4
Beer,Import Beer,Europe Beer,4179852,21031042,FY2024Q1
Beer,Import Beer,Europe Beer,4098331,21172119,FY2024Q2
Beer,Import Beer,Europe Beer,3529672,18568426,FY2024Q3
Beer,Import Beer,Europe Beer,3015747,16451257,FY2024Q4
Beer,Import Beer,Mexico And Caribbean Beer,288576,1666199,FY2023Q4
Beer,Import Beer,Mexico And Caribbean Beer,482359,2742809,FY2024Q1
Beer,Import Beer,Mexico And Caribbean Beer,592872,3366585,FY2024Q2
Beer,Import Beer,Mexico And Caribbean Beer,325049,1953174,FY2024Q3
Beer,Import Beer,Mexico And Caribbean Beer,342386,2088939,FY2024Q4
Beer,Import Beer,Other Country Beer,88396,529595,FY2023Q4
Beer,Import Beer,Other Country Beer,102199,615967,FY2024Q1
Beer,Import Beer,Other Country Beer,104708,644477,FY2024Q2
Beer,Import Beer,Other Country Beer,98997,612907,FY2024Q3
Beer,Import Beer,Other Country Beer,97882,615115,FY2024Q4
Beer,Import Beer,USA Beer,303080,1381857,FY2023Q4
Beer,Import Beer,USA Beer,368696,1706141,FY2024Q1
Beer,Import Beer,USA Beer,136841,848487,FY2024Q2
Beer,Import Beer,USA Beer,97192,600338,FY2024Q3
Beer,Import Beer,USA Beer,70449,446218,FY2024Q4
Refreshment Beverages,Cider,Domestic Cider,2483804,13166849,FY2023Q4
Refreshment Beverages,Cider,Domestic Cider,3693450,20184726,FY2024Q1
Refreshment Beverages,Cider,Domestic Cider,3876121,21392691,FY2024Q2
Refreshment Beverages,Cider,Domestic Cider,2476053,13636629,FY2024Q3
Refreshment Beverages,Cider,Domestic Cider,2341780,12742340,FY2024Q4
Refreshment Beverages,Cider,Import Cider,493572,2568276,FY2023Q4
Refreshment Beverages,Cider,Import Cider,786472,4026326,FY2024Q1
Refreshment Beverages,Cider,Import Cider,683887,3561401,FY2024Q2
Refreshment Beverages,Cider,Import Cider,598919,3018955,FY2024Q3
Refreshment Beverages,Cider,Import Cider,456151,2433684,FY2024Q4
Refreshment Beverages,Coolers,Malt-Based Coolers,68330,343609,FY2023Q4
Refreshment Beverages,Coolers,Malt-Based Coolers,153547,754660,FY2024Q1
Refreshment Beverages,Coolers,Malt-Based Coolers,165001,816425,FY2024Q2
Refreshment Beverages,Coolers,Malt-Based Coolers,73898,380890,FY2024Q3
Refreshment Beverages,Coolers,Malt-Based Coolers,44034,234433,FY2024Q4
