cat_type,category,subcategory,litres,netsales,fy_qtr
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,31367371,110592944,FY2019Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,40363992,141690807,FY2020Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,38247737,134176589,FY2020Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,33133127,116211145,FY2020Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,30419149,106411838,FY2020Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6644311,30059340,FY2019Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8201862,37125580,FY2020Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8542574,38881905,FY2020Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,7052479,32676604,FY2020Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6855297,32128711,FY2020Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,9935331,35397841,FY2019Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13174641,47516105,FY2020Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13268887,47929773,FY2020Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11270988,40888446,FY2020Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10497875,38002801,FY2020Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,3860361,14393538,FY2019Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7239742,26339720,FY2020Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6286473,22699174,FY2020Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,4741142,17337308,FY2020Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,4679897,17145245,FY2020Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,23008,178701,FY2019Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,31854,233987,FY2020Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,40712,288450,FY2020Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,27502,177058,FY2020Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,24903,162449,FY2020Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,359339,1363775,FY2019Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,414734,1565200,FY2020Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,407419,1539645,FY2020Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,338006,1306420,FY2020Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,276754,1087420,FY2020Q4
Beer,Import Beer,Asia And South Pacific Beer,304766,1518103,FY2019Q4
Beer,Import Beer,Asia And South Pacific Beer,329272,1650275,FY2020Q1
Beer,Import Beer,Asia And South Pacific Beer,369765,1841039,FY2020Q2
Beer,Import Beer,Asia And South Pacific Beer,315502,1592215,FY2020Q3
Beer,Import Beer,Asia And South Pacific Beer,288558,1450332,FY2020Q4
Beer,Import Beer,Europe Beer,5125363,23177620,FY2019Q4
Beer,Import Beer,Europe Beer,6215510,27842488,FY2020Q1
Beer,Import Beer,Europe Beer,6252117,27818966,FY2020Q2
Beer,Import Beer,Europe Beer,5937184,26668501,FY2020Q3
Beer,Import Beer,Europe Beer,5105987,22746299,FY2020Q4
Beer,Import Beer,Mexico And Caribbean Beer,1460046,7881960,FY2019Q4
Beer,Import Beer,Mexico And Caribbean Beer,2838028,14956690,FY2020Q1
Beer,Import Beer,Mexico And Caribbean Beer,3005273,15502187,FY2020Q2
Beer,Import Beer,Mexico And Caribbean Beer,1820389,9559544,FY2020Q3
Beer,Import Beer,Mexico And Caribbean Beer,1718026,9093492,FY2020Q4
Beer,Import Beer,Other Country Beer,26678,106176,FY2019Q4
Beer,Import Beer,Other Country Beer,24628,102492,FY2020Q1
Beer,Import Beer,Other Country Beer,30153,115957,FY2020Q2
Beer,Import Beer,Other Country Beer,19513,80217,FY2020Q3
Beer,Import Beer,Other Country Beer,16288,72414,FY2020Q4
Beer,Import Beer,USA Beer,1054832,4581223,FY2019Q4
Beer,Import Beer,USA Beer,1571951,6702938,FY2020Q1
Beer,Import Beer,USA Beer,1645306,6753630,FY2020Q2
Beer,Import Beer,USA Beer,1203505,5069786,FY2020Q3
Beer,Import Beer,USA Beer,516708,2353032,FY2020Q4
Refreshment Beverages,Cider,Domestic Cider,2898178,12193153,FY2019Q4
