cat_type,category,subcategory,fy_qtr,litres,netsales
Spirits,Whisky,Canadian Whisky,FY2024Q4,917867,24699578
Spirits,Whisky,Canadian Whisky,FY2025Q1,1066937,29062401
Spirits,Whisky,Canadian Whisky,FY2025Q2,1045943,28579141
Spirits,Whisky,Canadian Whisky,FY2025Q3,1221800,33674530
Spirits,Whisky,Flavoured Whisky,FY2024Q3,29818,1060595
Spirits,Whisky,Flavoured Whisky,FY2024Q4,21533,757234
Spirits,Whisky,Flavoured Whisky,FY2025Q1,17906,607639
Spirits,Whisky,Flavoured Whisky,FY2025Q2,31126,1032943
Spirits,Whisky,Flavoured Whisky,FY2025Q3,37799,1314804
Spirits,Whisky,Irish Whiskey,FY2024Q3,190610,7869004
Spirits,Whisky,Irish Whiskey,FY2024Q4,149786,5915524
Spirits,Whisky,Irish Whiskey,FY2025Q1,115937,4674964
Spirits,Whisky,Irish Whiskey,FY2025Q2,133056,5268994
Spirits,Whisky,Irish Whiskey,FY2025Q3,183153,7430855
Spirits,Whisky,Other Country Whisky,FY2024Q3,25215,2723834
Spirits,Whisky,Other Country Whisky,FY2024Q4,14428,1456846
Spirits,Whisky,Other Country Whisky,FY2025Q1,19022,1395139
Spirits,Whisky,Other Country Whisky,FY2025Q2,13961,1132184
Spirits,Whisky,Other Country Whisky,FY2025Q3,28486,3016923
Spirits,Whisky,Single Malt Scotch Whisky,FY2024Q3,184334,19659385
Spirits,Whisky,Single Malt Scotch Whisky,FY2024Q4,87416,8299645
Spirits,Whisky,Single Malt Scotch Whisky,FY2025Q1,107401,10098977
Spirits,Whisky,Single Malt Scotch Whisky,FY2025Q2,90776,8066775
Spirits,Whisky,Single Malt Scotch Whisky,FY2025Q3,164738,16274171
Wine,Argentina Wine,Argentina Red Wine,FY2024Q3,559397,8597038
Wine,Argentina Wine,Argentina Red Wine,FY2024Q4,418158,6363956
Wine,Argentina Wine,Argentina Red Wine,FY2025Q1,357730,5672540
Wine,Argentina Wine,Argentina Red Wine,FY2025Q2,344182,5479716
Wine,Argentina Wine,Argentina Red Wine,FY2025Q3,527610,8221868
Wine,Argentina Wine,Argentina Rose Wine,FY2024Q3,2978,44794
Wine,Argentina Wine,Argentina Rose Wine,FY2024Q4,2172,42009
Wine,Argentina Wine,Argentina Rose Wine,FY2025Q1,7708,104550
Wine,Argentina Wine,Argentina Rose Wine,FY2025Q2,7132,105396
Wine,Argentina Wine,Argentina Rose Wine,FY2025Q3,2696,39821
Wine,Argentina Wine,Argentina Sparkling Wine,FY2024Q3,896,13760
Wine,Argentina Wine,Argentina Sparkling Wine,FY2024Q4,495,9051
Wine,Argentina Wine,Argentina Sparkling Wine,FY2025Q1,405,6592
Wine,Argentina Wine,Argentina Sparkling Wine,FY2025Q2,566,10974
Wine,Argentina Wine,Argentina Sparkling Wine,FY2025Q3,526,10256
Wine,Argentina Wine,Argentina White Wine,FY2024Q3,27964,375046
Wine,Argentina Wine,Argentina White Wine,FY2024Q4,19106,274184
Wine,Argentina Wine,Argentina White Wine,FY2025Q1,20282,292790
Wine,Argentina Wine,Argentina White Wine,FY2025Q2,22994,324104
Wine,Argentina Wine,Argentina White Wine,FY2025Q3,27674,379780
Wine,Australia Wine,Australia Fruit and Dessert Wine,FY2024Q3,6,192
Wine,Australia Wine,Australia Fruit and Dessert Wine,FY2024Q4,6,192
Wine,Australia Wine,Australia Fruit and Dessert Wine,FY2025Q1,10,520
Wine,Australia Wine,Australia Fruit and Dessert Wine,FY2025Q2,6,192
Wine,Australia Wine,Australia Fruit and Dessert Wine,FY2025Q3,10,429
Wine,Australia Wine,Australia Red Wine,FY2024Q3,528602,7577918
Wine,Australia Wine,Australia Red Wine,FY2024Q4,385504,5656830
Wine,Australia Wine,Australia Red Wine,FY2025Q1,437320,6108347
Wine,Australia Wine,Australia Red Wine,FY2025Q2,369534,5393024
Wine,Australia Wine,Australia Red Wine,FY2025Q3,526530,7400320
Wine,Australia Wine,Australia Rose Wine,FY2024Q3,30199,358304
Wine,Australia Wine,Australia Rose Wine,FY2024Q4,16173,221624
Wine,Australia Wine,Australia Rose Wine,FY2025Q1,22090,290981
Wine,Australia Wine,Australia Rose Wine,FY2025Q2,17984,230973
Wine,Australia Wine,Australia Rose Wine,FY2025Q3,25699,305850
Wine,Australia Wine,Australia Sparkling Wine,FY2024Q3,96218,1413161
