cat_type,category,subcategory,litres,netsales,fy_qtr
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,39277035,136222660,FY2021Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,38931314,136117705,FY2021Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,29761211,104815457,FY2021Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,28684671,99969933,FY2021Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,36880230,129431570,FY2022Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6276590,33147382,FY2021Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,7698789,38492046,FY2021Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,5983660,30968540,FY2021Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,5826698,29809626,FY2021Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,7912866,40189842,FY2022Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13095300,49341729,FY2021Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,14122578,52904002,FY2021Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11705017,44005674,FY2021Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10218453,38014952,FY2021Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13667122,51664127,FY2022Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7444718,27067651,FY2021Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7195881,26556592,FY2021Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6486524,25558598,FY2021Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6758410,28205203,FY2021Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,11037586,47004155,FY2022Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,14419,93129,FY2021Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,22824,150470,FY2021Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,17816,129763,FY2021Q3
