cat_type,category,subcategory,litres,netsales,fy_qtr
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,35266771,123665089,FY2022Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,30906551,108627092,FY2022Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,27945496,99934238,FY2022Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,34219316,124660375,FY2023Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,36498949,132989947,FY2023Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8836299,43029769,FY2022Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6771500,34146108,FY2022Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6482757,32070995,FY2022Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8614405,42342992,FY2023Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,9009552,44847537,FY2023Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13308480,49851795,FY2022Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11758139,44348845,FY2022Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10567761,39984726,FY2022Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13825505,52596421,FY2023Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,14144040,54121816,FY2023Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,10962503,46494521,FY2022Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7599842,32639074,FY2022Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6678812,29081509,FY2022Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,10354160,45370365,FY2023Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,11610238,50671835,FY2023Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,29757,197529,FY2022Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,21985,152018,FY2022Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,13202,100512,FY2022Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,25591,193925,FY2023Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,29605,231130,FY2023Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,217704,796307,FY2022Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,174793,617698,FY2022Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,165113,585985,FY2022Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,213165,769801,FY2023Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,226295,817187,FY2023Q2
Beer,Import Beer,Asia And South Pacific Beer,254727,1397488,FY2022Q2
Beer,Import Beer,Asia And South Pacific Beer,270570,1463254,FY2022Q3
Beer,Import Beer,Asia And South Pacific Beer,249099,1408959,FY2022Q4
Beer,Import Beer,Asia And South Pacific Beer,313137,1808571,FY2023Q1
Beer,Import Beer,Asia And South Pacific Beer,255192,1376746,FY2023Q2
Beer,Import Beer,Europe Beer,4771033,21251444,FY2022Q2
Beer,Import Beer,Europe Beer,4256283,18990817,FY2022Q3
Beer,Import Beer,Europe Beer,3941409,18447468,FY2022Q4
Beer,Import Beer,Europe Beer,4832671,22697288,FY2023Q1
Beer,Import Beer,Europe Beer,4275701,20746114,FY2023Q2
Beer,Import Beer,Mexico And Caribbean Beer,713914,3548843,FY2022Q2
Beer,Import Beer,Mexico And Caribbean Beer,363156,1892636,FY2022Q3
Beer,Import Beer,Mexico And Caribbean Beer,388696,2131294,FY2022Q4
Beer,Import Beer,Mexico And Caribbean Beer,664524,3533831,FY2023Q1
Beer,Import Beer,Mexico And Caribbean Beer,682789,3703193,FY2023Q2
Beer,Import Beer,Other Country Beer,26905,114219,FY2022Q2
Beer,Import Beer,Other Country Beer,20933,83450,FY2022Q3
Beer,Import Beer,Other Country Beer,8878,38683,FY2022Q4
Beer,Import Beer,Other Country Beer,5524,25964,FY2023Q1
Beer,Import Beer,Other Country Beer,4320,21482,FY2023Q2
Beer,Import Beer,USA Beer,313247,1580502,FY2022Q2
Beer,Import Beer,USA Beer,292843,1417481,FY2022Q3
Beer,Import Beer,USA Beer,301161,1381088,FY2022Q4
Beer,Import Beer,USA Beer,413698,1910323,FY2023Q1
Beer,Import Beer,USA Beer,465743,2115058,FY2023Q2
Refreshment Beverages,Cider,Domestic Cider,4511949,21308496,FY2022Q2
Refreshment Beverages,Cider,Domestic Cider,2912718,13886780,FY2022Q3
Refreshment Beverages,Cider,Domestic Cider,2760232,13123479,FY2022Q4
Refreshment Beverages,Cider,Domestic Cider,3959190,19457595,FY2023Q1
Refreshment Beverages,Cider,Domestic Cider,4488941,23111006,FY2023Q2
Refreshment Beverages,Cider,Import Cider,707932,3280722,FY2022Q2
Refreshment Beverages,Cider,Import Cider,569902,2630838,FY2022Q3
Refreshment Beverages,Cider,Import Cider,509870,2523142,FY2022Q4
Refreshment Beverages,Cider,Import Cider,698059,3393399,FY2023Q1
Refreshment Beverages,Cider,Import Cider,561609,2799508,FY2023Q2
Refreshment Beverages,Coolers,Malt-Based Coolers,94253,471543,FY2022Q2
Refreshment Beverages,Coolers,Malt-Based Coolers,32201,171097,FY2022Q3
Refreshment Beverages,Coolers,Malt-Based Coolers,37271,198025,FY2022Q4
Refreshment Beverages,Coolers,Malt-Based Coolers,87901,451829,FY2023Q1
Refreshment Beverages,Coolers,Malt-Based Coolers,110832,551466,FY2023Q2
Refreshment Beverages,Coolers,Spirit Coolers,22001707,101628892,FY2022Q2
Refreshment Beverages,Coolers,Spirit Coolers,13316394,62826744,FY2022Q3
Refreshment Beverages,Coolers,Spirit Coolers,12250645,59808761,FY2022Q4
Refreshment Beverages,Coolers,Spirit Coolers,20295606,97922566,FY2023Q1
Refreshment Beverages,Coolers,Spirit Coolers,21009627,102811668,FY2023Q2
Refreshment Beverages,Coolers,Wine/Fruit Coolers,341893,2202314,FY2022Q2
Refreshment Beverages,Coolers,Wine/Fruit Coolers,188952,1310117,FY2022Q3
Refreshment Beverages,Coolers,Wine/Fruit Coolers,212984,1439983,FY2022Q4
Refreshment Beverages,Coolers,Wine/Fruit Coolers,311750,2036406,FY2023Q1
Refreshment Beverages,Coolers,Wine/Fruit Coolers,414095,2394943,FY2023Q2
Spirits,Asian Spirits,China Spirits,16673,1685262,FY2022Q2
Spirits,Asian Spirits,China Spirits,22233,2245161,FY2022Q3
Spirits,Asian Spirits,China Spirits,19890,1413830,FY2022Q4
Spirits,Asian Spirits,China Spirits,17646,1705567,FY2023Q1
Spirits,Asian Spirits,China Spirits,14220,1018784,FY2023Q2
Spirits,Asian Spirits,Korea Spirits,60901,1055474,FY2022Q2
Spirits,Asian Spirits,Korea Spirits,72988,1253054,FY2022Q3
Spirits,Asian Spirits,Korea Spirits,64477,1133764,FY2022Q4
Spirits,Asian Spirits,Korea Spirits,75469,1361164,FY2023Q1
Spirits,Asian Spirits,Korea Spirits,54482,982171,FY2023Q2
Spirits,Asian Spirits,Other Country Asian Spirits,3298,139250,FY2022Q2
Spirits,Asian Spirits,Other Country Asian Spirits,4555,193085,FY2022Q3
Spirits,Asian Spirits,Other Country Asian Spirits,3932,189455,FY2022Q4
Spirits,Asian Spirits,Other Country Asian Spirits,3896,166510,FY2023Q1
Spirits,Asian Spirits,Other Country Asian Spirits,3364,136863,FY2023Q2
Spirits,Gin,Dry Gin,512592,15702217,FY2022Q2
Spirits,Gin,Dry Gin,474339,14967132,FY2022Q3
Spirits,Gin,Dry Gin,339078,10522054,FY2022Q4
Spirits,Gin,Dry Gin,497946,15386201,FY2023Q1
Spirits,Gin,Dry Gin,524591,16609673,FY2023Q2
Spirits,Gin,Flavoured Gin,55796,1908761,FY2022Q2
Spirits,Gin,Flavoured Gin,37742,1403914,FY2022Q3
Spirits,Gin,Flavoured Gin,29038,1036194,FY2022Q4
Spirits,Gin,Flavoured Gin,48021,1662050,FY2023Q1
Spirits,Gin,Flavoured Gin,45760,1601183,FY2023Q2
Spirits,Gin,Other Gin,11653,582414,FY2022Q2
Spirits,Gin,Other Gin,15653,871112,FY2022Q3
Spirits,Gin,Other Gin,9302,463809,FY2022Q4
Spirits,Gin,Other Gin,10304,530086,FY2023Q1
Spirits,Gin,Other Gin,11530,623296,FY2023Q2
Spirits,Grape and Fruit Brandy,Armagnac,451,40972,FY2022Q2
Spirits,Grape and Fruit Brandy,Armagnac,1252,137728,FY2022Q3
Spirits,Grape and Fruit Brandy,Armagnac,922,129028,FY2022Q4
Spirits,Grape and Fruit Brandy,Armagnac,422,46629,FY2023Q1
Spirits,Grape and Fruit Brandy,Armagnac,369,39502,FY2023Q2
Spirits,Grape and Fruit Brandy,Brandy,81301,2182619,FY2022Q2
Spirits,Grape and Fruit Brandy,Brandy,130196,3562060,FY2022Q3
Spirits,Grape and Fruit Brandy,Brandy,87359,2366959,FY2022Q4
Spirits,Grape and Fruit Brandy,Brandy,84497,2433311,FY2023Q1
Spirits,Grape and Fruit Brandy,Brandy,69336,2003136,FY2023Q2
Spirits,Grape and Fruit Brandy,Cognac,25317,2644713,FY2022Q2
Spirits,Grape and Fruit Brandy,Cognac,36259,4141475,FY2022Q3
Spirits,Grape and Fruit Brandy,Cognac,20971,2482239,FY2022Q4
Spirits,Grape and Fruit Brandy,Cognac,24396,2837134,FY2023Q1
Spirits,Grape and Fruit Brandy,Cognac,18573,2148001,FY2023Q2
Spirits,Grape and Fruit Brandy,Eau de Vie,7398,353671,FY2022Q2
Spirits,Grape and Fruit Brandy,Eau de Vie,8316,389236,FY2022Q3
Spirits,Grape and Fruit Brandy,Eau de Vie,3739,195848,FY2022Q4
Spirits,Grape and Fruit Brandy,Eau de Vie,8801,419570,FY2023Q1
Spirits,Grape and Fruit Brandy,Eau de Vie,4374,203117,FY2023Q2
Spirits,Grape and Fruit Brandy,Grappa And Marc,1492,80637,FY2022Q2
Spirits,Grape and Fruit Brandy,Grappa And Marc,2114,115306,FY2022Q3
Spirits,Grape and Fruit Brandy,Grappa And Marc,1447,71416,FY2022Q4
Spirits,Grape and Fruit Brandy,Grappa And Marc,1537,81634,FY2023Q1
Spirits,Grape and Fruit Brandy,Grappa And Marc,927,51251,FY2023Q2
Spirits,Grape and Fruit Brandy,Pisco,3045,110834,FY2022Q2
Spirits,Grape and Fruit Brandy,Pisco,3118,114248,FY2022Q3
Spirits,Grape and Fruit Brandy,Pisco,2600,101091,FY2022Q4
Spirits,Grape and Fruit Brandy,Pisco,2887,114010,FY2023Q1
Spirits,Grape and Fruit Brandy,Pisco,2307,96138,FY2023Q2
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,284205,8118689,FY2022Q2
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,351212,9846588,FY2022Q3
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,268121,7633286,FY2022Q4
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,331050,9323825,FY2023Q1
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,261412,7583833,FY2023Q2
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,76944,1980431,FY2022Q2
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,136135,3368811,FY2022Q3
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,56191,1448185,FY2022Q4
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,76876,1915480,FY2023Q1
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,68490,1800417,FY2023Q2
Spirits,Liqueurs,Cream/Dairy Liqueurs,386820,10000766,FY2022Q2
Spirits,Liqueurs,Cream/Dairy Liqueurs,966719,24909585,FY2022Q3
Spirits,Liqueurs,Cream/Dairy Liqueurs,255162,6608879,FY2022Q4
Spirits,Liqueurs,Cream/Dairy Liqueurs,315598,8206750,FY2023Q1
Spirits,Liqueurs,Cream/Dairy Liqueurs,303752,8165807,FY2023Q2
Spirits,Liqueurs,Fruit Liqueurs,212876,6206193,FY2022Q2
Spirits,Liqueurs,Fruit Liqueurs,177126,5964190,FY2022Q3
Spirits,Liqueurs,Fruit Liqueurs,158940,4609799,FY2022Q4
Spirits,Liqueurs,Fruit Liqueurs,207367,6113440,FY2023Q1
Spirits,Liqueurs,Fruit Liqueurs,199016,6069249,FY2023Q2
Spirits,Liqueurs,Nut Liqueurs,69096,1702544,FY2022Q2
Spirits,Liqueurs,Nut Liqueurs,77337,2036704,FY2022Q3
Spirits,Liqueurs,Nut Liqueurs,46218,1236941,FY2022Q4
Spirits,Liqueurs,Nut Liqueurs,70696,1756331,FY2023Q1
Spirits,Liqueurs,Nut Liqueurs,68008,1693430,FY2023Q2
Spirits,Liqueurs,Other Liqueurs,34955,1124879,FY2022Q2
Spirits,Liqueurs,Other Liqueurs,40248,1249729,FY2022Q3
Spirits,Liqueurs,Other Liqueurs,26804,875993,FY2022Q4
Spirits,Liqueurs,Other Liqueurs,36986,1128587,FY2023Q1
Spirits,Liqueurs,Other Liqueurs,31314,1031022,FY2023Q2
Spirits,Liqueurs,Whiskey Liqueurs,46217,1465871,FY2022Q2
