cat_type,category,subcategory,litres,netsales,fy_qtr
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,38931314,136117705,FY2021Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,29760416,104813002,FY2021Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,28684070,99967797,FY2021Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,36876399,129418267,FY2022Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,35286264,123738758,FY2022Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,7698744,38491783,FY2021Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,5983617,30968280,FY2021Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,5826993,29811066,FY2021Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,7939880,40317704,FY2022Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8478232,41632445,FY2022Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,14191452,53204848,FY2021Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11747636,44192778,FY2021Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10263397,38210006,FY2021Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13731415,51961424,FY2022Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13463298,50550781,FY2022Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7195781,26556218,FY2021Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6486511,25558539,FY2021Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6757958,28203174,FY2021Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,11036018,46997703,FY2022Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,10970898,46532573,FY2022Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,22824,150470,FY2021Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,17816,129763,FY2021Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,21524,150630,FY2021Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,27302,193810,FY2022Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,28460,187009,FY2022Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,218220,862128,FY2021Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,168298,641534,FY2021Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,171796,636145,FY2021Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,301138,1078748,FY2022Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,330134,1114418,FY2022Q2
Beer,Import Beer,Asia And South Pacific Beer,265887,1355516,FY2021Q2
Beer,Import Beer,Asia And South Pacific Beer,227092,1141080,FY2021Q3
Beer,Import Beer,Asia And South Pacific Beer,216977,1122806,FY2021Q4
Beer,Import Beer,Asia And South Pacific Beer,239869,1242965,FY2022Q1
Beer,Import Beer,Asia And South Pacific Beer,254708,1397377,FY2022Q2
Beer,Import Beer,Europe Beer,6129526,27520449,FY2021Q2
Beer,Import Beer,Europe Beer,4426990,19165293,FY2021Q3
Beer,Import Beer,Europe Beer,3963466,17343406,FY2021Q4
Beer,Import Beer,Europe Beer,4831933,21474468,FY2022Q1
