cat_type,category,subcategory,litres,netsales,fy_qtr
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,43971627,152566328,FY2019Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,43398203,150336814,FY2019Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,35977910,125990695,FY2019Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,31170487,109850773,FY2019Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,40090496,140609232,FY2020Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8192751,36538764,FY2019Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8893550,39445244,FY2019Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,7168338,32862924,FY2019Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,7136401,31896382,FY2019Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8773834,39355512,FY2020Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11647399,41731461,FY2019Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11963421,42654043,FY2019Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10411533,37732551,FY2019Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,9546689,33832390,FY2019Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,12739578,45697864,FY2020Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6338252,24012946,FY2019Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,5974232,22374040,FY2019Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,4309521,16162798,FY2019Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,3775871,14032681,FY2019Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7172365,26040189,FY2020Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,62212,393328,FY2019Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,76533,500528,FY2019Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,51030,348526,FY2019Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,51462,357299,FY2019Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,59947,404664,FY2020Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,544326,2059884,FY2019Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,530263,2007055,FY2019Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,500649,1983851,FY2019Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,413869,1542962,FY2019Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,463552,1725069,FY2020Q1
Beer,Import Beer,Asia And South Pacific Beer,322070,1583739,FY2019Q1
Beer,Import Beer,Asia And South Pacific Beer,364684,1791448,FY2019Q2
Beer,Import Beer,Asia And South Pacific Beer,301241,1487199,FY2019Q3
Beer,Import Beer,Asia And South Pacific Beer,304139,1514801,FY2019Q4
Beer,Import Beer,Asia And South Pacific Beer,326233,1633593,FY2020Q1
Beer,Import Beer,Europe Beer,6422558,28682714,FY2019Q1
Beer,Import Beer,Europe Beer,6444437,28976874,FY2019Q2
Beer,Import Beer,Europe Beer,6056646,27351145,FY2019Q3
Beer,Import Beer,Europe Beer,5123879,23170011,FY2019Q4
Beer,Import Beer,Europe Beer,6213208,27828987,FY2020Q1
Beer,Import Beer,Mexico And Caribbean Beer,2938721,15229338,FY2019Q1
Beer,Import Beer,Mexico And Caribbean Beer,3062182,15869387,FY2019Q2
Beer,Import Beer,Mexico And Caribbean Beer,1616945,8653506,FY2019Q3
Beer,Import Beer,Mexico And Caribbean Beer,1460073,7882096,FY2019Q4
Beer,Import Beer,Mexico And Caribbean Beer,2839057,14961769,FY2020Q1
Beer,Import Beer,Other Country Beer,33936,143945,FY2019Q1
Beer,Import Beer,Other Country Beer,49205,195544,FY2019Q2
Beer,Import Beer,Other Country Beer,32568,140413,FY2019Q3
Beer,Import Beer,Other Country Beer,26678,106176,FY2019Q4
Beer,Import Beer,Other Country Beer,24568,102152,FY2020Q1
Beer,Import Beer,USA Beer,1730534,7349825,FY2019Q1
Beer,Import Beer,USA Beer,1733292,7319604,FY2019Q2
Beer,Import Beer,USA Beer,1358363,5837360,FY2019Q3
Beer,Import Beer,USA Beer,1054051,4576136,FY2019Q4
Beer,Import Beer,USA Beer,1570858,6687705,FY2020Q1
Refreshment Beverages,Cider,Domestic Cider,4529062,17655322,FY2019Q1
Refreshment Beverages,Cider,Domestic Cider,4806500,19263117,FY2019Q2
Refreshment Beverages,Cider,Domestic Cider,3239883,13310556,FY2019Q3
Refreshment Beverages,Cider,Domestic Cider,2897922,12192062,FY2019Q4
Refreshment Beverages,Cider,Domestic Cider,4374040,18317892,FY2020Q1
Refreshment Beverages,Cider,Import Cider,1408998,6443589,FY2019Q1
Refreshment Beverages,Cider,Import Cider,1334089,6093884,FY2019Q2
Refreshment Beverages,Cider,Import Cider,831779,3794936,FY2019Q3
Refreshment Beverages,Cider,Import Cider,780616,3586765,FY2019Q4
Refreshment Beverages,Cider,Import Cider,1186530,5343460,FY2020Q1
Refreshment Beverages,Coolers,Malt-Based Coolers,249901,1134515,FY2019Q1
Refreshment Beverages,Coolers,Malt-Based Coolers,206546,928161,FY2019Q2
Refreshment Beverages,Coolers,Malt-Based Coolers,68137,325449,FY2019Q3
Refreshment Beverages,Coolers,Malt-Based Coolers,77192,363383,FY2019Q4
Refreshment Beverages,Coolers,Malt-Based Coolers,151252,669065,FY2020Q1
Refreshment Beverages,Coolers,Spirit Coolers,10480212,45358213,FY2019Q1
Refreshment Beverages,Coolers,Spirit Coolers,11805494,52295043,FY2019Q2
Refreshment Beverages,Coolers,Spirit Coolers,6614175,29955020,FY2019Q3
Refreshment Beverages,Coolers,Spirit Coolers,6915278,31381766,FY2019Q4
Refreshment Beverages,Coolers,Spirit Coolers,13712974,60606875,FY2020Q1
Refreshment Beverages,Coolers,Wine/Fruit Coolers,168744,986946,FY2019Q1
Refreshment Beverages,Coolers,Wine/Fruit Coolers,190933,1149059,FY2019Q2
Refreshment Beverages,Coolers,Wine/Fruit Coolers,125940,732605,FY2019Q3
Refreshment Beverages,Coolers,Wine/Fruit Coolers,133209,854793,FY2019Q4
Refreshment Beverages,Coolers,Wine/Fruit Coolers,202896,1333726,FY2020Q1
Spirits,Asian Spirits,China Spirits,10578,677258,FY2019Q1
Spirits,Asian Spirits,China Spirits,14259,2737572,FY2019Q2
Spirits,Asian Spirits,China Spirits,13732,1529901,FY2019Q3
Spirits,Asian Spirits,China Spirits,14261,1755278,FY2019Q4
Spirits,Asian Spirits,China Spirits,11459,1229323,FY2020Q1
Spirits,Asian Spirits,Korea Spirits,48086,864051,FY2019Q1
Spirits,Asian Spirits,Korea Spirits,49709,895536,FY2019Q2
Spirits,Asian Spirits,Korea Spirits,53276,962147,FY2019Q3
Spirits,Asian Spirits,Korea Spirits,50529,912672,FY2019Q4
Spirits,Asian Spirits,Korea Spirits,50029,904617,FY2020Q1
Spirits,Asian Spirits,Other Country Asian Spirits,2009,73050,FY2019Q1
Spirits,Asian Spirits,Other Country Asian Spirits,2074,77752,FY2019Q2
Spirits,Asian Spirits,Other Country Asian Spirits,2589,112338,FY2019Q3
Spirits,Asian Spirits,Other Country Asian Spirits,2744,119684,FY2019Q4
Spirits,Asian Spirits,Other Country Asian Spirits,1697,59386,FY2020Q1
Spirits,Gin,Dry Gin,451076,12507027,FY2019Q1
Spirits,Gin,Dry Gin,478735,13739506,FY2019Q2
Spirits,Gin,Dry Gin,416177,12043717,FY2019Q3
Spirits,Gin,Dry Gin,314705,9144117,FY2019Q4
Spirits,Gin,Dry Gin,478857,13818270,FY2020Q1
Spirits,Gin,Flavoured Gin,14466,416099,FY2019Q1
Spirits,Gin,Flavoured Gin,19283,558183,FY2019Q2
Spirits,Gin,Flavoured Gin,10691,322948,FY2019Q3
Spirits,Gin,Flavoured Gin,9689,285879,FY2019Q4
Spirits,Gin,Flavoured Gin,27479,823364,FY2020Q1
Spirits,Gin,Other Gin,3713,165919,FY2019Q1
Spirits,Gin,Other Gin,6095,263038,FY2019Q2
Spirits,Gin,Other Gin,4299,223323,FY2019Q3
Spirits,Gin,Other Gin,4920,215051,FY2019Q4
Spirits,Gin,Other Gin,5828,288536,FY2020Q1
Spirits,Grape and Fruit Brandy,Armagnac,299,31221,FY2019Q1
Spirits,Grape and Fruit Brandy,Armagnac,533,59085,FY2019Q2
Spirits,Grape and Fruit Brandy,Armagnac,1080,161737,FY2019Q3
Spirits,Grape and Fruit Brandy,Armagnac,736,112960,FY2019Q4
Spirits,Grape and Fruit Brandy,Armagnac,316,35138,FY2020Q1
Spirits,Grape and Fruit Brandy,Brandy,83734,2024519,FY2019Q1
Spirits,Grape and Fruit Brandy,Brandy,86086,2105646,FY2019Q2
Spirits,Grape and Fruit Brandy,Brandy,130310,3207063,FY2019Q3
Spirits,Grape and Fruit Brandy,Brandy,88432,2166738,FY2019Q4
Spirits,Grape and Fruit Brandy,Brandy,85135,2082743,FY2020Q1
Spirits,Grape and Fruit Brandy,Cognac,21134,2496682,FY2019Q1
Spirits,Grape and Fruit Brandy,Cognac,23095,2635714,FY2019Q2
Spirits,Grape and Fruit Brandy,Cognac,31601,3499131,FY2019Q3
Spirits,Grape and Fruit Brandy,Cognac,25537,3666848,FY2019Q4
Spirits,Grape and Fruit Brandy,Cognac,19046,2039226,FY2020Q1
Spirits,Grape and Fruit Brandy,Eau de Vie,4812,216769,FY2019Q1
Spirits,Grape and Fruit Brandy,Eau de Vie,5744,269518,FY2019Q2
Spirits,Grape and Fruit Brandy,Eau de Vie,6641,296510,FY2019Q3
Spirits,Grape and Fruit Brandy,Eau de Vie,4409,201803,FY2019Q4
Spirits,Grape and Fruit Brandy,Eau de Vie,5250,234733,FY2020Q1
Spirits,Grape and Fruit Brandy,Grappa And Marc,1034,60378,FY2019Q1
Spirits,Grape and Fruit Brandy,Grappa And Marc,1261,59056,FY2019Q2
Spirits,Grape and Fruit Brandy,Grappa And Marc,1893,102619,FY2019Q3
Spirits,Grape and Fruit Brandy,Grappa And Marc,1148,57303,FY2019Q4
Spirits,Grape and Fruit Brandy,Grappa And Marc,940,45923,FY2020Q1
Spirits,Grape and Fruit Brandy,Pisco,2266,88008,FY2019Q1
Spirits,Grape and Fruit Brandy,Pisco,2528,94941,FY2019Q2
Spirits,Grape and Fruit Brandy,Pisco,2278,91451,FY2019Q3
Spirits,Grape and Fruit Brandy,Pisco,2027,82325,FY2019Q4
Spirits,Grape and Fruit Brandy,Pisco,2551,99262,FY2020Q1
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,228751,6480018,FY2019Q1
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,218095,6223260,FY2019Q2
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,301394,8472362,FY2019Q3
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,219758,6356403,FY2019Q4
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,242847,6801213,FY2020Q1
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,52517,1269156,FY2019Q1
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,70343,1737183,FY2019Q2
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,121483,3009039,FY2019Q3
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,44839,1099552,FY2019Q4
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,55338,1354707,FY2020Q1
Spirits,Liqueurs,Cream/Dairy Liqueurs,227502,5485366,FY2019Q1
Spirits,Liqueurs,Cream/Dairy Liqueurs,316819,7872684,FY2019Q2
Spirits,Liqueurs,Cream/Dairy Liqueurs,748646,18557328,FY2019Q3
Spirits,Liqueurs,Cream/Dairy Liqueurs,202362,5044604,FY2019Q4
Spirits,Liqueurs,Cream/Dairy Liqueurs,229934,5549141,FY2020Q1
Spirits,Liqueurs,Fruit Liqueurs,136711,3690040,FY2019Q1
Spirits,Liqueurs,Fruit Liqueurs,154449,4214450,FY2019Q2
Spirits,Liqueurs,Fruit Liqueurs,163476,4923828,FY2019Q3
Spirits,Liqueurs,Fruit Liqueurs,106458,2923821,FY2019Q4
Spirits,Liqueurs,Fruit Liqueurs,134151,3656650,FY2020Q1
Spirits,Liqueurs,Nut Liqueurs,53687,1258119,FY2019Q1
