cat_type,category,subcategory,litres,netsales,fy_qtr
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,49519951,163756001,FY2016Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,44761632,148943932,FY2016Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,36098732,121198594,FY2016Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,48515473,162845886,FY2017Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,46496545,156412982,FY2017Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,4775776,20686134,FY2016Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,4433613,19862814,FY2016Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,4366017,19051413,FY2016Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,5593113,24630320,FY2017Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,5965643,25821343,FY2017Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,9722444,34532790,FY2016Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,8694384,31742046,FY2016Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,7600940,27071675,FY2016Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10033609,35919400,FY2017Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10390856,37192319,FY2017Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,4332159,15679261,FY2016Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,3086776,11332123,FY2016Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,2992090,10877140,FY2016Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,5126311,18460618,FY2017Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,5306478,18581207,FY2017Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,30976,209169,FY2016Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,27223,184506,FY2016Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,26580,186476,FY2016Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,40086,266712,FY2017Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,39901,260430,FY2017Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,852399,2921565,FY2016Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,766143,2619411,FY2016Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,670790,2304105,FY2016Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,722172,2560056,FY2017Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,697061,2514586,FY2017Q2
Beer,Import Beer,Asia And South Pacific Beer,415405,1935735,FY2016Q2
Beer,Import Beer,Asia And South Pacific Beer,357325,1685655,FY2016Q3
Beer,Import Beer,Asia And South Pacific Beer,307965,1476216,FY2016Q4
Beer,Import Beer,Asia And South Pacific Beer,380181,1816808,FY2017Q1
Beer,Import Beer,Asia And South Pacific Beer,398190,1847580,FY2017Q2
Beer,Import Beer,Europe Beer,6200342,27532078,FY2016Q2
Beer,Import Beer,Europe Beer,6017686,26891040,FY2016Q3
Beer,Import Beer,Europe Beer,5235413,23280651,FY2016Q4
Beer,Import Beer,Europe Beer,6365750,28248249,FY2017Q1
Beer,Import Beer,Europe Beer,6405438,28465932,FY2017Q2
Beer,Import Beer,Mexico And Caribbean Beer,3023266,14744190,FY2016Q2
Beer,Import Beer,Mexico And Caribbean Beer,1719690,8632368,FY2016Q3
Beer,Import Beer,Mexico And Caribbean Beer,1436040,7443022,FY2016Q4
Beer,Import Beer,Mexico And Caribbean Beer,2757203,13960819,FY2017Q1
Beer,Import Beer,Mexico And Caribbean Beer,2951582,15023865,FY2017Q2
Beer,Import Beer,Other Country Beer,10993,48241,FY2016Q2
Beer,Import Beer,Other Country Beer,9929,42022,FY2016Q3
Beer,Import Beer,Other Country Beer,10563,46977,FY2016Q4
Beer,Import Beer,Other Country Beer,13473,58474,FY2017Q1
Beer,Import Beer,Other Country Beer,12767,56119,FY2017Q2
Beer,Import Beer,USA Beer,3359540,14268206,FY2016Q2
Beer,Import Beer,USA Beer,2736908,11799863,FY2016Q3
Beer,Import Beer,USA Beer,2530638,10446299,FY2016Q4
Beer,Import Beer,USA Beer,3389088,14073973,FY2017Q1
Beer,Import Beer,USA Beer,3668457,15003745,FY2017Q2
Refreshment Beverages,Cider,Domestic Cider,4425536,16521829,FY2016Q2
Refreshment Beverages,Cider,Domestic Cider,3016699,11529716,FY2016Q3
Refreshment Beverages,Cider,Domestic Cider,2630509,10131009,FY2016Q4
Refreshment Beverages,Cider,Domestic Cider,4479911,17073245,FY2017Q1
Refreshment Beverages,Cider,Domestic Cider,4525859,17266603,FY2017Q2
Refreshment Beverages,Cider,Import Cider,1360866,6201816,FY2016Q2
Refreshment Beverages,Cider,Import Cider,861647,4016979,FY2016Q3
Refreshment Beverages,Cider,Import Cider,784248,3670430,FY2016Q4
Refreshment Beverages,Cider,Import Cider,1348673,6201705,FY2017Q1
Refreshment Beverages,Cider,Import Cider,1379408,6375166,FY2017Q2
Refreshment Beverages,Coolers,Malt-Based Coolers,1607639,7011127,FY2016Q2
Refreshment Beverages,Coolers,Malt-Based Coolers,548939,2484351,FY2016Q3
Refreshment Beverages,Coolers,Malt-Based Coolers,505760,2278876,FY2016Q4
Refreshment Beverages,Coolers,Malt-Based Coolers,1345621,5799917,FY2017Q1
Refreshment Beverages,Coolers,Malt-Based Coolers,1518830,6678867,FY2017Q2
Refreshment Beverages,Coolers,Spirit Coolers,6083320,25980848,FY2016Q2
Refreshment Beverages,Coolers,Spirit Coolers,3118164,13682975,FY2016Q3
Refreshment Beverages,Coolers,Spirit Coolers,2645067,11698479,FY2016Q4
Refreshment Beverages,Coolers,Spirit Coolers,6751294,27996942,FY2017Q1
Refreshment Beverages,Coolers,Spirit Coolers,6916263,29313162,FY2017Q2
Refreshment Beverages,Coolers,Wine/Fruit Coolers,222538,1072345,FY2016Q2
Refreshment Beverages,Coolers,Wine/Fruit Coolers,158989,777734,FY2016Q3
Refreshment Beverages,Coolers,Wine/Fruit Coolers,131519,631556,FY2016Q4
Refreshment Beverages,Coolers,Wine/Fruit Coolers,189648,978597,FY2017Q1
Refreshment Beverages,Coolers,Wine/Fruit Coolers,182730,967848,FY2017Q2
Spirits,Asian Spirits,China Spirits,9741,1146021,FY2016Q2
Spirits,Asian Spirits,China Spirits,10105,684919,FY2016Q3
Spirits,Asian Spirits,China Spirits,10915,857050,FY2016Q4
Spirits,Asian Spirits,China Spirits,9676,868542,FY2017Q1
Spirits,Asian Spirits,China Spirits,9099,730927,FY2017Q2
Spirits,Asian Spirits,Korea Spirits,30273,533235,FY2016Q2
Spirits,Asian Spirits,Korea Spirits,42369,753108,FY2016Q3
Spirits,Asian Spirits,Korea Spirits,38538,692262,FY2016Q4
Spirits,Asian Spirits,Korea Spirits,45770,815377,FY2017Q1
Spirits,Asian Spirits,Korea Spirits,47033,832478,FY2017Q2
Spirits,Asian Spirits,Other Country Asian Spirits,2057,67483,FY2016Q2
Spirits,Asian Spirits,Other Country Asian Spirits,1996,59838,FY2016Q3
Spirits,Asian Spirits,Other Country Asian Spirits,1772,55917,FY2016Q4
Spirits,Asian Spirits,Other Country Asian Spirits,2091,68035,FY2017Q1
Spirits,Asian Spirits,Other Country Asian Spirits,2027,65609,FY2017Q2
Spirits,Gin,Dry Gin,422730,10973775,FY2016Q2
Spirits,Gin,Dry Gin,352747,9374550,FY2016Q3
Spirits,Gin,Dry Gin,273959,7158862,FY2016Q4
Spirits,Gin,Dry Gin,399535,10552958,FY2017Q1
Spirits,Gin,Dry Gin,424411,11319463,FY2017Q2
Spirits,Gin,Flavoured Gin,12636,343050,FY2016Q2
Spirits,Gin,Flavoured Gin,6766,204976,FY2016Q3
Spirits,Gin,Flavoured Gin,6381,182956,FY2016Q4
Spirits,Gin,Flavoured Gin,12381,349008,FY2017Q1
Spirits,Gin,Flavoured Gin,14628,410780,FY2017Q2
Spirits,Gin,Other Gin,4209,182747,FY2016Q2
Spirits,Gin,Other Gin,4753,206678,FY2016Q3
Spirits,Gin,Other Gin,3180,137079,FY2016Q4
Spirits,Gin,Other Gin,5042,219542,FY2017Q1
Spirits,Gin,Other Gin,5982,261678,FY2017Q2
Spirits,Grape and Fruit Brandy,Armagnac,772,104563,FY2016Q2
Spirits,Grape and Fruit Brandy,Armagnac,692,50904,FY2016Q3
Spirits,Grape and Fruit Brandy,Armagnac,676,105357,FY2016Q4
Spirits,Grape and Fruit Brandy,Armagnac,559,69614,FY2017Q1
Spirits,Grape and Fruit Brandy,Armagnac,741,69586,FY2017Q2
Spirits,Grape and Fruit Brandy,Brandy,97159,2297736,FY2016Q2
Spirits,Grape and Fruit Brandy,Brandy,129172,3111883,FY2016Q3
Spirits,Grape and Fruit Brandy,Brandy,100971,2405209,FY2016Q4
Spirits,Grape and Fruit Brandy,Brandy,94098,2238256,FY2017Q1
Spirits,Grape and Fruit Brandy,Brandy,91503,2203164,FY2017Q2
Spirits,Grape and Fruit Brandy,Cognac,18535,2259902,FY2016Q2
Spirits,Grape and Fruit Brandy,Cognac,23794,2997128,FY2016Q3
Spirits,Grape and Fruit Brandy,Cognac,18722,2353813,FY2016Q4
Spirits,Grape and Fruit Brandy,Cognac,15495,2146048,FY2017Q1
Spirits,Grape and Fruit Brandy,Cognac,20508,2862476,FY2017Q2
Spirits,Grape and Fruit Brandy,Eau de Vie,4791,220274,FY2016Q2
Spirits,Grape and Fruit Brandy,Eau de Vie,7860,353151,FY2016Q3
Spirits,Grape and Fruit Brandy,Eau de Vie,4722,207438,FY2016Q4
Spirits,Grape and Fruit Brandy,Eau de Vie,4932,227211,FY2017Q1
Spirits,Grape and Fruit Brandy,Eau de Vie,5319,258488,FY2017Q2
