cat_type,category,subcategory,litres,netsales,fy_qtr
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,36875706,129414971,FY2022Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,35266771,123665089,FY2022Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,30907380,108630190,FY2022Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,27944655,99931162,FY2022Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,34214712,124642669,FY2023Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8207821,41395426,FY2022Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8836325,43029928,FY2022Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6771472,34145945,FY2022Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6482776,32071126,FY2022Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8566303,42103560,FY2023Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13581174,51256733,FY2022Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13308580,49852157,FY2022Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11758239,44349207,FY2022Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10567789,39984856,FY2022Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13798902,52498243,FY2023Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,11035881,46994831,FY2022Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,10962503,46494521,FY2022Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7600035,32639758,FY2022Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6678532,29080273,FY2022Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,10357363,45377415,FY2023Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,28223,202738,FY2022Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,29757,197529,FY2022Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,21985,152018,FY2022Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,13202,100512,FY2022Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,25509,193207,FY2023Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,206978,809845,FY2022Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,217704,796307,FY2022Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,174793,617698,FY2022Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,165113,585965,FY2022Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,212748,766928,FY2023Q1
Beer,Import Beer,Asia And South Pacific Beer,239888,1243069,FY2022Q1
Beer,Import Beer,Asia And South Pacific Beer,254727,1397488,FY2022Q2
Beer,Import Beer,Asia And South Pacific Beer,270570,1463254,FY2022Q3
Beer,Import Beer,Asia And South Pacific Beer,249099,1408959,FY2022Q4
Beer,Import Beer,Asia And South Pacific Beer,313099,1808349,FY2023Q1
Beer,Import Beer,Europe Beer,4832013,21474864,FY2022Q1
Beer,Import Beer,Europe Beer,4771033,21251444,FY2022Q2
Beer,Import Beer,Europe Beer,4256283,18990817,FY2022Q3
Beer,Import Beer,Europe Beer,3941421,18447534,FY2022Q4
Beer,Import Beer,Europe Beer,4832342,22695273,FY2023Q1
Beer,Import Beer,Mexico And Caribbean Beer,757252,3689701,FY2022Q1
Beer,Import Beer,Mexico And Caribbean Beer,713914,3548843,FY2022Q2
Beer,Import Beer,Mexico And Caribbean Beer,363156,1892636,FY2022Q3
Beer,Import Beer,Mexico And Caribbean Beer,388696,2131294,FY2022Q4
Beer,Import Beer,Mexico And Caribbean Beer,664559,3534009,FY2023Q1
Beer,Import Beer,Other Country Beer,26884,117914,FY2022Q1
Beer,Import Beer,Other Country Beer,26917,114274,FY2022Q2
Beer,Import Beer,Other Country Beer,20945,83505,FY2022Q3
Beer,Import Beer,Other Country Beer,8878,38683,FY2022Q4
Beer,Import Beer,Other Country Beer,5548,26074,FY2023Q1
Beer,Import Beer,USA Beer,444376,2078953,FY2022Q1
Beer,Import Beer,USA Beer,313244,1580486,FY2022Q2
Beer,Import Beer,USA Beer,292848,1417490,FY2022Q3
Beer,Import Beer,USA Beer,301161,1381088,FY2022Q4
Beer,Import Beer,USA Beer,413674,1910206,FY2023Q1
Refreshment Beverages,Cider,Domestic Cider,4457564,19958133,FY2022Q1
Refreshment Beverages,Cider,Domestic Cider,4511542,21305718,FY2022Q2
Refreshment Beverages,Cider,Domestic Cider,2912718,13886780,FY2022Q3
Refreshment Beverages,Cider,Domestic Cider,2758261,13105691,FY2022Q4
Refreshment Beverages,Cider,Domestic Cider,3930140,19166287,FY2023Q1
Refreshment Beverages,Cider,Import Cider,755612,3463889,FY2022Q1
Refreshment Beverages,Cider,Import Cider,707932,3280722,FY2022Q2
Refreshment Beverages,Cider,Import Cider,569902,2630838,FY2022Q3
Refreshment Beverages,Cider,Import Cider,509870,2523172,FY2022Q4
Refreshment Beverages,Cider,Import Cider,697586,3391183,FY2023Q1
