cat_type,category,subcategory,litres,netsales,fy_qtr
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,36213421,126923239,FY2019Q3
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,31367573,110593394,FY2019Q4
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,40363370,141688059,FY2020Q1
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,38248523,134179764,FY2020Q2
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,33141121,116240452,FY2020Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6644960,30810436,FY2019Q3
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,6642813,30053505,FY2019Q4
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8201149,37123540,FY2020Q1
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,8531107,38835383,FY2020Q2
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,7030078,32582885,FY2020Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,10776392,39237433,FY2019Q3
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,9935800,35399386,FY2019Q4
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13174309,47515112,FY2020Q1
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,13268467,47928370,FY2020Q2
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,11261106,40848687,FY2020Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,4404350,16662216,FY2019Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,3860440,14393830,FY2019Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,7242032,26349602,FY2020Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,6289107,22709909,FY2020Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,4742490,17342715,FY2020Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,20947,156252,FY2019Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,22978,178441,FY2019Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,31854,233987,FY2020Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,38119,268878,FY2020Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Micro Brew Beer,27359,175975,FY2020Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,435511,1675331,FY2019Q3
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,359061,1362835,FY2019Q4
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,414651,1564850,FY2020Q1
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,406638,1536660,FY2020Q2
Beer,Domestic - Other Province Beer,Domestic - Other Province Regional Beer,337276,1303196,FY2020Q3
Beer,Import Beer,Asia And South Pacific Beer,301241,1487199,FY2019Q3
Beer,Import Beer,Asia And South Pacific Beer,304766,1518103,FY2019Q4
Beer,Import Beer,Asia And South Pacific Beer,329272,1650275,FY2020Q1
Beer,Import Beer,Asia And South Pacific Beer,369687,1840546,FY2020Q2
Beer,Import Beer,Asia And South Pacific Beer,313579,1581511,FY2020Q3
Beer,Import Beer,Europe Beer,6056450,27350248,FY2019Q3
Beer,Import Beer,Europe Beer,5125308,23177333,FY2019Q4
Beer,Import Beer,Europe Beer,6215287,27841385,FY2020Q1
Beer,Import Beer,Europe Beer,6252008,27817935,FY2020Q2
Beer,Import Beer,Europe Beer,5936246,26661712,FY2020Q3
Beer,Import Beer,Mexico And Caribbean Beer,1616798,8652725,FY2019Q3
Beer,Import Beer,Mexico And Caribbean Beer,1460046,7881960,FY2019Q4
Beer,Import Beer,Mexico And Caribbean Beer,2838036,14956735,FY2020Q1
Beer,Import Beer,Mexico And Caribbean Beer,3005834,15504973,FY2020Q2
Beer,Import Beer,Mexico And Caribbean Beer,1820462,9559995,FY2020Q3
Beer,Import Beer,Other Country Beer,32598,140567,FY2019Q3
Beer,Import Beer,Other Country Beer,26678,106176,FY2019Q4
Beer,Import Beer,Other Country Beer,24628,102492,FY2020Q1
Beer,Import Beer,Other Country Beer,30153,115957,FY2020Q2
Beer,Import Beer,Other Country Beer,19493,79967,FY2020Q3
Beer,Import Beer,USA Beer,1358287,5837275,FY2019Q3
Beer,Import Beer,USA Beer,1054832,4581223,FY2019Q4
Beer,Import Beer,USA Beer,1571833,6702073,FY2020Q1
Beer,Import Beer,USA Beer,1645264,6751130,FY2020Q2
Beer,Import Beer,USA Beer,1203346,5065791,FY2020Q3
Refreshment Beverages,Cider,Domestic Cider,3240374,13312812,FY2019Q3
Refreshment Beverages,Cider,Domestic Cider,2898182,12193172,FY2019Q4
Refreshment Beverages,Cider,Domestic Cider,4379699,18359321,FY2020Q1
Refreshment Beverages,Cider,Domestic Cider,4428273,19330288,FY2020Q2
Refreshment Beverages,Cider,Domestic Cider,3041608,13218684,FY2020Q3
Refreshment Beverages,Cider,Import Cider,831804,3795063,FY2019Q3
Refreshment Beverages,Cider,Import Cider,780815,3587817,FY2019Q4
Refreshment Beverages,Cider,Import Cider,1189301,5357134,FY2020Q1
Refreshment Beverages,Cider,Import Cider,1177844,5209032,FY2020Q2
Refreshment Beverages,Cider,Import Cider,737429,3305333,FY2020Q3
