lmr_name,lmr_url
LMR_2023_06_FY24Q1.pdf,https://www.bcldb.com/files/Liquor_Market_Review_F23_24_Q1_June_2023.pdf
LMR_2023_09_FY24Q2.pdf,https://www.bcldb.com/files/Liquor_Market_Review_F23_24_Q2_September_2023.pdf
LMR_2023_12_FY24Q3.pdf,https://www.bcldb.com/files/Liquor_Market_Review_F23_24_Q3_December_2023.pdf
LMR_2024_03_FY24Q4.pdf,https://www.bcldb.com/files/Liquor_Market_Review_F23_24_Q4_March_2024.pdf
LMR_2024_06_FY25Q1.pdf,https://www.bcldb.com/files/Liquor_Market_Review_F24_25_Q1_June_2024.pdf
